Name,Position Title,Agency Name,Agency Website,Nomination Date,Renomination,Confirmation Vote,Confirmed,Holdover
"Brennan, John",Director,Central Intelligence Agency,CIA (https://www.cia.gov),01/22/2013,,03-07-13,1,FALSE
"Lew, Jacob Joseph",Secretary of the Treasury,Department of the Treasury,TREAS (http://www.treasury.gov),01/22/2013,,02/27/2013,1,FALSE
"Shell, Jeffrey Stanton",Member,Broadcasting Board of Governors,BBG (http://www.bbg.gov),01/22/2013,1,08-01-13,1,FALSE
"Yang, Jenny R.",Commissioner (Designated Chairman 9/1/14),Equal Employment Opportunity Commission,EEOC (http://www.eeoc.gov),01/22/2013,1,04/25/2013,1,FALSE
"Becker, Sylvia Maria Margrit",Member,Foreign Claims Settlement Commission of the United States,FCSC (http://www.justice.gov/fcsc),01/22/2013,1,06/27/2013,1,FALSE
"Pope, Carol Waller",Member (Designated Chair 11/8/13),Federal Labor Relations Authority,FLRA (http://www.flra.gov),01/22/2013,,10/16/2013,1,FALSE
"Cohen, Jr., Robert F.",Member,Federal Mine Safety and Health Review Commission,FMSH (http://www.fmshrc.gov),01/22/2013,,08-01-13,1,FALSE
"Lew, Jacob Joseph",United States Governor,International Monetary Fund,IMF (http://www.imf.org),01/22/2013,,10/30/2013,1,FALSE
"Medine, David",Chairman and Member,Privacy and Civil Liberties Oversight Board,PCLOB (https://www.federalregister.gov/agencies/privacy-and-civil-liberties-oversight-board),01/22/2013,1,05-07-13,1,FALSE
"Halperin, Morton H.","Member, Board of Directors",Millennium Challenge Corporation,MCC (http://www.mcc.gov),12-10-12,,01-01-13,1,FALSE
"Greenberg, William Samuel",Judge,United States Court of Appeals for Veterans Claims,USCAVC (http://www.uscourts.cavc.gov),11/15/2012,,12/21/2012,1,FALSE
"McWherter, Michael Ray","Member, Board of Directors",Tennessee Valley Authority,TVA (http://www.tva.gov),09/21/2012,,01-01-13,1,FALSE
"Ritch, Joe Hale","Member, Board of Directors",Tennessee Valley Authority,TVA (http://www.tva.gov),09/21/2012,,01-01-13,1,FALSE
"Evans, Vera Lynn","Member, Board of Directors",Tennessee Valley Authority,TVA (http://www.tva.gov),09/21/2012,,01-01-13,1,FALSE
"Moose, George Edward","Member, Board of Directors",United States Institute of Peace,USIP (http://www.usip.org),09/19/2012,,01-01-13,1,FALSE
"Eldridge, Joseph Thomas","Member, Board of Directors",United States Institute of Peace,USIP (http://www.usip.org),09/19/2012,,01-01-13,1,FALSE
"Godec, Robert",Ambassador to the Republic of Kenya,Department of State,DOS (http://www.state.gov),09/19/2012,,01-02-13,1,FALSE
"McCarthy, Deborah",Ambassador to the Republic of Lithuania,Department of State,DOS (http://www.state.gov),09/13/2012,,01-02-13,1,FALSE
"Beall, Christopher Ray",Director,AMTRAK Board of Directors,AMTRAK (http://www.amtrak.com/servlet/ContentServer?c=Page&pagename=am%2FLayout&cid=1241245669142),09/13/2012,,01-01-13,1,FALSE
"DeSoto, Stewart Martin","Member, Board of Trustees",Barry Goldwater Scholarship and Excellence in Education Foundation,BGSE (http://www.act.org/goldwater/),09/13/2012,,01-01-13,1,FALSE
"Wells, Nina Mitchell","Member, Board of Directors",Metropolitan Washington Airports Authority,MWAA (http://www.metwashairports.com),09/13/2012,,01-01-13,1,FALSE
"McDermott, William Shaw","Member, Board of Directors",Metropolitan Washington Airports Authority,MWAA (http://www.metwashairports.com),09/13/2012,,01-01-13,1,FALSE
"Carter, Bruce Allen",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),09/13/2012,,01-01-13,1,FALSE
"Cooper, Chuck","Assistant Administrator, Bureau for Legislative and Public Affairs",United States Agency for International Development,USAID (http://www.usaid.gov),09-11-12,,01-01-13,1,FALSE
"Washburn, Kevin Kyle",Assistant Secretary for Indian Affairs,Department of the Interior,DOI (http://www.doi.gov),08-02-12,,09/22/2012,1,FALSE
"Mielke, William John","Member, Advisory Board",Saint Lawrence Seaway Development Corporation,SLSDC (http://www.seaway.dot.gov),08-02-12,,01-01-13,1,FALSE
"Sulzer, Arthur Henry","Member, Advisory Board",Saint Lawrence Seaway Development Corporation,SLSDC (http://www.seaway.dot.gov),08-02-12,,01-01-13,1,FALSE
"Paroo, Iqbal Fatehali","Member, Board of Directors",African Development Foundation,ADVBD (http://www.adf.gov),08-02-12,,01-01-13,1,FALSE
"Olson, Richard",Ambassador to the Islamic Republic of Pakistan,Department of State,DOS (http://www.state.gov),07/18/2012,,09/22/2012,1,FALSE
"Liberi, Dawn",Ambassador to the Republic of Burundi,Department of State,DOS (http://www.state.gov),07-11-12,,09/22/2012,1,FALSE
"North, Walter","Ambassador to Papua New Guinea, the Solomon Islands, and the Republic of Vanuatu",Department of State,DOS (http://www.state.gov),07-11-12,,09/22/2012,1,FALSE
"Alire, Camila Ann",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),06/28/2012,,01-01-13,1,FALSE
"Saldívar, Ramón",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),06/28/2012,,01-01-13,1,FALSE
"Masumoto, David Alan",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),06/20/2012,,01-01-13,1,FALSE
"Kirby, Michael Burke",Ambassador to the Republic of Serbia,Department of State,DOS (http://www.state.gov),06/14/2012,,08-02-12,1,FALSE
"Clyburn, Mignon Letitia",Commissioner,Federal Communications Commission,FCC (http://www.fcc.gov),06-07-12,,01-01-13,1,FALSE
"Laskaris, Alex",Ambassador to the Republic of Guinea,Department of State,DOS (http://www.state.gov),05/24/2012,,08-02-12,1,FALSE
"Ries, Marcie",Ambassador to the Republic of Bulgaria,Department of State,DOS (http://www.state.gov),05/24/2012,,08-02-12,1,FALSE
"Holtz, Greta",Ambassador to the Sultanate of Oman,Department of State,DOS (http://www.state.gov),05/24/2012,,08-02-12,1,FALSE
"Shaub, Jr., Walter Michael",Director of the Office of Government Ethics,Office of Government Ethics,OGE (http://www.usoge.gov),05/24/2012,,01-01-13,1,FALSE
"Lippman, Jonathan","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),05/24/2012,,01-01-13,1,FALSE
"Donovan, Joseph Byrne","Member, Board of Directors",National Institute of Building Sciences,NIBS (http://www.nibs.org),05/21/2012,,01-01-13,1,FALSE
"Sievers, Bruce",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),05/21/2012,,01-01-13,1,FALSE
"Mitchell, Derek James",Ambassador to the Union of Burma,Department of State,DOS (http://www.state.gov),05/17/2012,,06/29/2012,1,FALSE
"Armbruster, Thomas",Ambassador to the Republic of the Marshall Islands,Department of State,DOS (http://www.state.gov),05/15/2012,,08-02-12,1,FALSE
"Wharton, David Bruce",Ambassador to the Republic of Zimbabwe,Department of State,DOS (http://www.state.gov),05/15/2012,,08-02-12,1,FALSE
"Malac, Deborah",Ambassador to the Republic of Liberia,Department of State,DOS (http://www.state.gov),05-10-12,,08-02-12,1,FALSE
"De Leon, Maria Lopez",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),05-08-12,,01-01-13,1,FALSE
"Kang, Emil Jung-Il",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),05-08-12,,09/22/2012,1,FALSE
"Svinicki, Kristine Louise",Member,Nuclear Regulatory Commission,NRC (http://www.nrc.gov),05-08-12,,06/29/2012,1,FALSE
"Sullivan, Sean Patrick",Member,Defense Nuclear Facilities Safety Board,DNFSB (http://www.dnfsb.gov),04/26/2012,,08-02-12,1,FALSE
"Elliott, Susan",Ambassador to the Republic of Tajikistan,Department of State,DOS (http://www.state.gov),04/16/2012,,06/29/2012,1,FALSE
"Anania, Jay",Ambassador to the Republic of Suriname,Department of State,DOS (http://www.state.gov),04/16/2012,,06/29/2012,1,FALSE
"Lane, David Joseph",Rank of Ambassador during tenure of service as the United States Representative to the United Nations Agencies for Food and Agriculture,Department of State,DOS (http://www.state.gov),04/16/2012,,05/24/2012,1,FALSE
"Gregg, Ingrid A.","Member, Board of Trustees",Harry S Truman Scholarship Foundation,HTSF (http://www.truman.gov),04/16/2012,,08-02-12,1,FALSE
"Henderson, James Louis","Member, Board of Trustees",Harry S Truman Scholarship Foundation,HTSF (http://www.truman.gov),04/16/2012,,08-02-12,1,FALSE
"Griffiths, Douglas",Ambassador to the Republic of Mozambique,Department of State,DOS (http://www.state.gov),03/29/2012,,06/29/2012,1,FALSE
"Burke, Yvonne Brathwaite",Director,AMTRAK Board of Directors,AMTRAK (http://www.amtrak.com/servlet/ContentServer?c=Page&pagename=am%2FLayout&cid=1241245669142),03/29/2012,,01-01-13,1,FALSE
"Jackson, Maria Rosario",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),03/29/2012,,01-01-13,1,FALSE
"Huerta, Michael Peter","Administrator, Federal Aviation Administration",Department of Transportation,DOT (http://www.dot.gov),03/27/2012,,01-01-13,1,FALSE
"Asquino, Mark",Ambassador to the Republic of Equatorial Guinea ,Department of State,DOS (http://www.state.gov),03/19/2012,,06/29/2012,1,FALSE
"Brehm, Edward Walter","Member, Board of Directors",African Development Foundation,ADVBD (http://www.adf.gov),03/19/2012,,01-01-13,1,FALSE
"Loeb, Susanna","Member, Board of Directors",National Board for Education Sciences,NBES (http://ies.ed.gov/director/board/index.asp),03/19/2012,,06/29/2012,1,FALSE
"Rosen, Dorothea",Ambassador to the Federated States of Micronesia,Department of State,DOS (http://www.state.gov),03-12-12,,06/29/2012,1,FALSE
"James, Makila",Ambassador to the Kingdom of Swaziland,Department of State,DOS (http://www.state.gov),02/17/2012,,05/24/2012,1,FALSE
"Groshen, Erica Lynn",Commissioner of Labor Statistics,Department of Labor,DOL (http://www.dol.gov),02/17/2012,,01-02-13,1,FALSE
"Mahurin, Clarence Peter","Member, Board of Directors",Tennessee Valley Authority,TVA (http://www.tva.gov),02/17/2012,,01-01-13,1,FALSE
"Demers, James Michael","Member, Board of Directors",Overseas Private Investment Corporation,OPIC (http://www.opic.gov),02/14/2012,,01-01-13,1,FALSE
"Walker, Naomi Aleta","Member, Board of Directors",Overseas Private Investment Corporation,OPIC (http://www.opic.gov),02/14/2012,,01-01-13,1,FALSE
"McFarland, Katharina Ginger",Assistant Secretary of Defense for Acquisition,Department of Defense,DOD (http://www.defense.gov),02/13/2012,,05/24/2012,1,FALSE
"Shyu, Heidi","Assistant Secretary of the Army for Acquisition, Logistics, and Technology",Department of the Army,DOD-AR (http://www.army.mil),02-06-12,,09/22/2012,1,FALSE
"Baer, William Joseph",Assistant Attorney General for the Antitrust Division,Department of Justice,DOJ (http://www.usdoj.gov),02-06-12,,12/30/2012,1,FALSE
"Romero, Christy Lynne",Special Insepctor General for the Troubled Asset Relief Program,Office of the Special Inspector General for the Troubled Asset Relief Program,SIGTARP (http://www.sigtarp.gov/),02-01-12,,03/29/2012,1,FALSE
"DeLisi, Scott H",Ambassador to the Republic of Uganda,Department of State,DOS (http://www.state.gov),01/24/2012,,05/24/2012,1,FALSE
"Kendall, Frank","Under Secretary for Acquisition, Technology and Logistics",Department of Defense,DOD (http://www.defense.gov),01/24/2012,,05/24/2012,1,FALSE
"Sieminski, Adam Edward",Energy Information Administrator,Department of Energy,DOEn (http://www.energy.gov),01/24/2012,,05/24/2012,1,FALSE
"White, Pamela",Ambassador to the Republic of Haiti,Department of State,DOS (http://www.state.gov),01/24/2012,,03/29/2012,1,FALSE
"Clark, Anthony Thomas",Commissioner,Federal Energy Regulatory Commission,FERC (http://www.ferc.gov),01/24/2012,,05/24/2012,1,FALSE
"Berner, Richard Brian","Director, Office of Financial Research",Department of the Treasury,TREAS (http://www.treasury.gov),12/16/2011,,01-01-13,1,FALSE
"Raynor, Michael",Ambassador to the Republic of Benin,Department of State,DOS (http://www.state.gov),12/15/2011,,05/24/2012,1,FALSE
"Brand, Rachel Lee",Member,Privacy and Civil Liberties Oversight Board,PCLOB (https://www.federalregister.gov/agencies/privacy-and-civil-liberties-oversight-board),12/15/2011,,08-02-12,1,FALSE
"Farrar, Jonathan",Ambassador to the Republic of Panama,Department of State,DOS (http://www.state.gov),12-05-11,,03/29/2012,1,FALSE
"Robbins, Mark Allen",Member,Merit Systems Protection Board,MSPB (http://www.mspb.gov),12-05-11,,04/26/2012,1,FALSE
"Mazur, Mark James",Assistant Secretary for Tax Policy,Department of the Treasury,TREAS (http://www.treasury.gov),11/15/2011,,08-02-12,1,FALSE
"Jeffrey, Deborah Judith",Inspector General,Corporation for National and Community Service,CNCS (http://www.nationalservice.gov),11/15/2011,,06/29/2012,1,FALSE
"Pollard, William B.",Judge,United States Court of Military Commission Review,,11-10-11,,06/21/2012,1,FALSE
"Silliman, Scott L.",Judge,United States Court of Military Commission Review,,11-10-11,,06/21/2012,1,FALSE
"Richard, Anne Claire","Assistant Secretary of State for Population, Refugees, and Migration",Department of State,DOS (http://www.state.gov),11-08-11,,03/29/2012,1,FALSE
"Broadbent, Meredith Mathews",Member (Designated Chair 6/17/14),United States International Trade Commission,USITC (http://www.usitc.gov),11-08-11,,08-02-12,1,FALSE
"Palmer, Larry Leon","Ambassador to the Barbados, St. Kitts and Nevis, Saint Lucia, Antigua and Barbuda, the Commonwealth of Dominica, Grenada, and Saint Vincent and the Grenadines",Department of State,DOS (http://www.state.gov),11-01-11,,03/29/2012,1,FALSE
"Pai, Ajit Varadaraj",Commissioner,Federal Communications Commission,FCC (http://www.fcc.gov),11-01-11,,05-07-12,1,FALSE
"Rosenworcel, Jessica Gail",Commissioner,Federal Communications Commission,FCC (http://www.fcc.gov),11-01-11,,05-07-12,1,FALSE
"Hoenig, Thomas Michael","Member, Board of Directors",Federal Deposit Insurance Corporation,FDIC (http://www.fdic.gov),11-01-11,,03/29/2012,1,FALSE
"Pietsch, Coral Wong",Judge,United States Court of Appeals for Veterans Claims,USCAVC (http://www.uscourts.cavc.gov),11-01-11,,05/24/2012,1,FALSE
"Hoenig, Thomas Michael","Vice Chairperson, Board of Directors",Federal Deposit Insurance Corporation,FDIC (http://www.fdic.gov),10/20/2011,,11/15/2012,1,FALSE
"Chard, David James","Member, Board of Directors",National Board for Education Sciences,NBES (http://ies.ed.gov/director/board/index.asp),10/20/2011,,04/26/2012,1,FALSE
"Hedges, Larry Vernon","Member, Board of Directors",National Board for Education Sciences,NBES (http://ies.ed.gov/director/board/index.asp),10/20/2011,,06/29/2012,1,FALSE
"Yoshikawa, Hirokazu","Member, Board of Directors",National Board for Education Sciences,NBES (http://ies.ed.gov/director/board/index.asp),10/20/2011,,04/26/2012,1,FALSE
"Bassler, Bonnie Lynn",Member,National Science Board,NSF-NSB (http://www.nsf.gov/nsb),10/20/2011,,04/26/2012,1,FALSE
"Reynoso, Julissa",Ambassador to the Oriental Republic of Uruguay,Department of State,DOS (http://www.state.gov),10/18/2011,,03/29/2012,1,FALSE
"Spencer, Wendy Mays",Chief Executive Officer,Corporation for National and Community Service,CNCS (http://www.nationalservice.gov),10/18/2011,,03/29/2012,1,FALSE
"Abercrombie-Winstanley, Gina",Ambassador to the Republic of Malta,Department of State,DOS (http://www.state.gov),10/18/2011,,03/29/2012,1,FALSE
"Villarosa, Sharon English Woods",Ambassador to the Republic of Mauritius and the Republic of Seychelles,Department of State,DOS (http://www.state.gov),10/17/2011,,09/22/2012,1,FALSE
"Lum, Grande Hamilton","Director, Community Relations Service",Department of Justice,DOJ (http://www.usdoj.gov),10/17/2011,,06/29/2012,1,FALSE
"Martin-Proctor, Kamilah Oni",Member,National Council on Disability,NCD (http://www.ncd.gov),10/17/2011,,06/29/2012,1,FALSE
"Hodes, Paul William",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),10-12-11,,08-02-12,1,FALSE
"Sumwalt, Robert Llewellyn",Member,National Transportation Safety Board,NTSB (http://www.ntsb.gov),10-12-11,,11/18/2011,1,FALSE
"Timberlake, James Harrison","Member, Board of Directors",National Institute of Building Sciences,NIBS (http://www.nibs.org),10-11-11,,04/26/2012,1,FALSE
"Gamoran, Adam","Member, Board of Directors",National Board for Education Sciences,NBES (http://ies.ed.gov/director/board/index.asp),10-11-11,,04/26/2012,1,FALSE
"Jacobson, Roberta S.",Assistant Secretary for Western Hemisphere Affairs,Department of State,DOS (http://www.state.gov),10-03-11,,03/29/2012,1,FALSE
"Scuse, Michael Thomas",Under Secretary for Farm and Foreign Agricultural Services,Department of Agriculture,USDA (http://www.usda.gov),10-03-11,,04/26/2012,1,FALSE
"Scuse, Michael Thomas","Member, Board of Directors",Commodity Credit Corporation,CCC (http://www.fsa.usda.gov/FSA/webapp?area=about&subject=landing&topic=sao-cc),10-03-11,,04/26/2012,1,FALSE
"Maxman, Susan Abel","Member, Board of Directors",National Institute of Building Sciences,NIBS (http://www.nibs.org),09/26/2011,,04/26/2012,1,FALSE
"Buch, Ronald Lee",Judge,United States Tax Court,USTC (http://www.ustaxcourt.gov),09/15/2011,,01-01-13,1,FALSE
"Verner, Mary Elizabeth","Member, Board of Directors",National Institute of Building Sciences,NIBS (http://www.nibs.org),09-06-11,,04/26/2012,1,FALSE
"Singel, Wenona Theresa","Member, Advisory Board",Saint Lawrence Seaway Development Corporation,SLSDC (http://www.seaway.dot.gov),09-06-11,,03/29/2012,1,FALSE
"Brzezinski, Mark Francis",Ambassador to the Kingdom of Sweden,Department of State,DOS (http://www.state.gov),09-06-11,,10/18/2011,1,FALSE
"McMillan, David","Member, Advisory Board",Saint Lawrence Seaway Development Corporation,SLSDC (http://www.seaway.dot.gov),09-06-11,,03/29/2012,1,FALSE
"Namm, Adam",Ambassador to the Republic of Ecuador,Department of State,DOS (http://www.state.gov),09-06-11,,04/26/2012,1,FALSE
"DiClemente, Albert Anthony",Director,AMTRAK Board of Directors,AMTRAK (http://www.amtrak.com/servlet/ContentServer?c=Page&pagename=am%2FLayout&cid=1241245669142),09-06-11,,09/22/2012,1,FALSE
"Khouri, Michael Abraham",Commissioner,Federal Maritime Commission,FMC (http://www.fmc.gov),09-06-11,,11/18/2011,1,FALSE
"Bilyeu, Dana Katherine",Member,Federal Retirement Thrift Investment Board,FRTIB (http://www.frtib.gov),09-06-11,,11/18/2011,1,FALSE
"Arriola, Eduardo",Member (Designated Chairman 3/20/14),Inter-American Foundation,IAF (http://www.iaf.gov),09-06-11,,03/29/2012,1,FALSE
"Ryan, Josephine Kathleen","Member, Board of Directors",Inter-American Foundation,IAF (http://www.iaf.gov),09-06-11,,03/29/2012,1,FALSE
"Allgor, Catherine Alexandra","Member, Board of Trustees",James Madison Memorial Fellowship Foundation,JMMF (http://www.jamesmadison.com),09-06-11,,03/29/2012,1,FALSE
"McCoy, Drew Randall","Member, Board of Trustees",James Madison Memorial Fellowship Foundation,JMMF (http://www.jamesmadison.com),09-06-11,,05/24/2012,1,FALSE
"Warren, Michael James","Member, Board of Directors",Overseas Private Investment Corporation,OPIC (http://www.opic.gov),09-06-11,,03/29/2012,1,FALSE
"Hannah, James Robert","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),09-06-11,,03/29/2012,1,FALSE
"Becker, Daniel J.","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),09-06-11,,03/29/2012,1,FALSE
"Mitchell, Ernest",Administrator of the United States Fire Administration,Department of Homeland Security,DHS (http://www.dhs.gov),08-02-11,,11/18/2011,1,FALSE
"McCullough, III, Irvin Charles",Inspector General of the Intelligence Community,Office of the Director of National Intelligence,DNI (http://www.dni.gov),08-02-11,,11-07-11,1,FALSE
"Ware, Nancy Maria",Director,Court Services and Offender Supervision Agency for the District of Columbia,CSOS (http://www.csosa.gov),08-02-11,,11/18/2011,1,FALSE
"Horowitz, Michael Evan",Inspector General,Department of Justice,DOJ (http://www.usdoj.gov),07/29/2011,,03/29/2012,1,FALSE
"Sargent, Anneila I.",Member,National Science Board,NSF-NSB (http://www.nsf.gov/nsb),07/29/2011,,11/18/2011,1,FALSE
"Harris, LaDoris Guess",Director of the Office of Minority Economic Impact,Department of Energy,DOEn (http://www.energy.gov),07/28/2011,,03/29/2012,1,FALSE
"Danielson, David Thomas",Assistant Secretary for Energy Efficiency and Renewable Energy,Department of Energy,DOEn (http://www.energy.gov),07/28/2011,,03/29/2012,1,FALSE
"Ryan, James Timothy","Member, Board of Directors",National Institute of Building Sciences,NIBS (http://www.nibs.org),07/22/2011,,04/26/2012,1,FALSE
"Ohlhausen, Maureen Kraemer",Commissioner,Federal Trade Commission,FTC (http://www.ftc.gov),07/21/2011,,03/29/2012,1,FALSE
"Sherrick, Bruce John","Member, Board of Directors",Federal Agricultural Mortgage Corporation,FAMC (http://www.farmermac.com),07/18/2011,,03/29/2012,1,FALSE
"Culver, John Chester","Member, Board of Directors",Federal Agricultural Mortgage Corporation,FAMC (http://www.farmermac.com),07/18/2011,,03/29/2012,1,FALSE
"Montoya, David Alfred",Inspector General,Department of Housing and Urban Development,HUD (http://www.hud.gov),07/18/2011,,11/18/2011,1,FALSE
"Gale, Joseph Harold",Judge,United States Tax Court,USTC (http://www.ustaxcourt.gov),07-11-11,,09/26/2011,1,FALSE
"Curry, Thomas James",Comptroller of the Currency,Department of the Treasury,TREAS (http://www.treasury.gov),07-05-11,,03/29/2012,1,FALSE
"Mandell, Bob Allan",Ambassador to the Great Duchy of Luxembourg,Department of State,DOS (http://www.state.gov),06/30/2011,,10/18/2011,1,FALSE
"Woodall, Jr., Samuel Roy",Member,Financial Stability Oversight Council,FSOC (http://www.fsoc.gov),06/27/2011,,09/26/2011,1,FALSE
"Bartley, Margaret Marie",Judge,United States Court of Appeals for Veterans Claims,USCAVC (http://www.uscourts.cavc.gov),06/22/2011,,05/24/2012,1,FALSE
"Gruenberg, Martin James","Member, Board of Directors",Federal Deposit Insurance Corporation,FDIC (http://www.fdic.gov),06/13/2011,,03/29/2012,1,FALSE
"Gruenberg, Martin James","Chairperson, Board of Directors",Federal Deposit Insurance Corporation,FDIC (http://www.fdic.gov),06/13/2011,,11/15/2012,1,FALSE
"Wayne, Earl",Ambassador to Mexico,Department of State,DOS (http://www.state.gov),06-09-11,,08-02-11,1,FALSE
"Merrill, Christopher Lyall",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),06-09-11,,03/29/2012,1,FALSE
"McCray, Ronald David",Member,Federal Retirement Thrift Investment Board,FRTIB (http://www.frtib.gov),05/26/2011,,11/18/2011,1,FALSE
"Lauber, Albert George",Judge,United States Tax Court,USTC (http://www.ustaxcourt.gov),05/26/2011,,01-01-13,1,FALSE
"Kerrigan, Kathleen Marie",Judge,United States Tax Court,USTC (http://www.ustaxcourt.gov),05/26/2011,,03/29/2012,1,FALSE
"Barr, Joyce A.",Assistant Secretary for Administration,Department of State,DOS (http://www.state.gov),05/23/2011,,12/17/2011,1,FALSE
"Massarone, Charles Thomas",Commissioner,United States Parole Commission,USPC (http://www.justice.gov/uspc),05/23/2011,,05/24/2012,1,FALSE
"Korsmo, Charles Randolph","Member, Board of Trustees",Barry Goldwater Scholarship and Excellence in Education Foundation,BGSE (http://www.act.org/goldwater/),05/19/2011,,09/26/2011,1,FALSE
"Yopp, John Herman","Member, Board of Trustees",Barry Goldwater Scholarship and Excellence in Education Foundation,BGSE (http://www.act.org/goldwater/),05/19/2011,,09/26/2011,1,FALSE
"Rengifo-Ruess, Maria Eugenia","Member, Board of Trustees",Barry Goldwater Scholarship and Excellence in Education Foundation,BGSE (http://www.act.org/goldwater/),05/19/2011,,09/26/2011,1,FALSE
"Galindo, Marcos Edward","Member, Board of Trustees",Barry Goldwater Scholarship and Excellence in Education Foundation,BGSE (http://www.act.org/goldwater/),05/19/2011,,09/26/2011,1,FALSE
"Barker, Constance",Commissioner,Equal Employment Opportunity Commission,EEOC (http://www.eeoc.gov),05/19/2011,,09/26/2011,1,FALSE
"Aguilar, Luis Alberto",Commissioner,Securities and Exchange Commission,SEC (http://www.sec.gov),05/19/2011,,10/21/2011,1,FALSE
"Karawan, Gregory Scott","Member, Board of Directors",Securities Investor Protection Corporation,SIPC (http://www.sipc.org/index.cfm),05/19/2011,,05/24/2012,1,FALSE
"Taub, Robert Garson",Commissioner (Designated Acting Chairman 12/4/2014),Postal Regulatory Commission,PRC (http://www.prc.gov),05-12-11,,09/26/2011,1,FALSE
"Acton, Mark D.",Commissioner,Postal Regulatory Commission,PRC (http://www.prc.gov),05-12-11,,09/26/2011,1,FALSE
"D'Agostino, Anthony Frank","Member, Board of Directors",Securities Investor Protection Corporation,SIPC (http://www.sipc.org/index.cfm),05-04-11,,05/24/2012,1,FALSE
"Ostendorff, William Charles",Member,Nuclear Regulatory Commission,NRC (http://www.nrc.gov),04/14/2011,,06/30/2011,1,FALSE
"Zimmer, Robert Jeffrey",Member,National Science Board,NSF-NSB (http://www.nsf.gov/nsb),04/14/2011,,09/26/2011,1,FALSE
"Desai, Anuj Chang",Member,Foreign Claims Settlement Commission of the United States,FCSC (http://www.justice.gov/fcsc),04-08-11,,03/29/2012,1,FALSE
"Goodman, Deborah Louise","Member, Board of Trustees",Institute of American Indians and Alaska Native Culture and Arts Development,IAIA (http://www.iaia.edu/about/biographies),04-08-11,,08-02-11,1,FALSE
"Ells, Barbara J.","Member, Board of Trustees",Institute of American Indians and Alaska Native Culture and Arts Development,IAIA (http://www.iaia.edu/about/biographies),04-08-11,,08-02-11,1,FALSE
"Chavez Lamar, Cynthia Lynn","Member, Board of Trustees",Institute of American Indians and Alaska Native Culture and Arts Development,IAIA (http://www.iaia.edu/about/biographies),04-08-11,,08-02-11,1,FALSE
"Lineberger, William Carl",Member,National Science Board,NSF-NSB (http://www.nsf.gov/nsb),04-08-11,,08-02-11,1,FALSE
"Johanson, David Stanley",Member,United States International Trade Commission,USITC (http://www.usitc.gov),04-08-11,,10/31/2011,1,FALSE
"Gupta, Deepa",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),03/30/2011,,03/29/2012,1,FALSE
"Bryk, Anthony Steven","Member, Board of Directors",National Board for Education Sciences,NBES (http://ies.ed.gov/director/board/index.asp),03/17/2011,,09/26/2011,1,FALSE
"Howorth, Richard Capel","Member, Board of Directors",Tennessee Valley Authority,TVA (http://www.tva.gov),03/17/2011,,06/30/2011,1,FALSE
"Pablos-Mendez, Ariel","Assistant Administrator, Bureau of Global Health",United States Agency for International Development,USAID (http://www.usaid.gov),03/14/2011,,06/30/2011,1,FALSE
"Arvizu, Dan Eliab",Member,National Science Board,NSF-NSB (http://www.nsf.gov/nsb),03/14/2011,,08-02-11,1,FALSE
"Leshner, Alan Irvin",Member,National Science Board,NSF-NSB (http://www.nsf.gov/nsb),03/14/2011,,08-02-11,1,FALSE
"Glance, Dereth Britt",Commissioner,"International Joint Commission, US and Canada",IJC (http://www.ijc.org),03-10-11,,06/30/2011,1,FALSE
"Moy, Richard Marshall",Commissioner,"International Joint Commission, US and Canada",IJC (http://www.ijc.org),03-10-11,,06/30/2011,1,FALSE
"Shapiro, Daniel Benjamin",Ambassador to the State of Israel,Department of State,DOS (http://www.state.gov),03-10-11,,05/26/2011,1,FALSE
"Tighe, Kathleen Susanne",Inspector General,Department of Education,DOEd (http://www.ed.gov),11/20/2009,,03-10-10,1,FALSE
"Glaser, Daniel Lawrence",Assistant Secretary for Terrorist Financing,Department of the Treasury,TREAS (http://www.treasury.gov),03-04-11,,05/26/2011,1,FALSE
"Piquado, Paul David Anthony",Assistant Secretary for Import Administration,Department of Commerce,DOC (http://www.commerce.gov),03-04-11,,10/21/2011,1,FALSE
"Edelman, Eric Steven","Member, Board of Directors",United States Institute of Peace,USIP (http://www.usip.org),03-04-11,,08-02-11,1,FALSE
"Barrows, Walter Albert",Member,Railroad Retirement Board,RRB (http://www.rrb.gov),03-02-11,,09/26/2011,1,FALSE
